SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Probability,Actual_Churn,Risk_Segment
0,0,0,32,1,1,108.15,3432.9,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,0.245,1,Low Risk
1,0,0,6,1,1,74.1,450.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.55,0,Medium Risk
0,1,0,63,1,0,70.8,4448.8,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,0.06,0,Low Risk
1,0,0,11,1,1,95.15,997.65,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.87,1,High Risk
0,0,0,19,1,1,61.55,1093.2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.285,0,Low Risk
0,1,1,64,1,1,73.05,4688.65,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0.145,0,Low Risk
0,1,1,7,1,0,69.45,477.05,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,0.155,0,Low Risk
1,0,0,4,1,0,20.05,91.45,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.155,0,Low Risk
0,0,0,7,1,1,19.95,147.5,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.05,0,Low Risk
0,0,0,4,1,1,90.4,356.65,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0.655,0,Medium Risk
0,0,0,3,1,1,74.55,233.65,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.605,0,Medium Risk
1,0,0,65,0,1,53.5,3517.9,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.17,0,Low Risk
0,1,1,42,1,0,63.7,2763.35,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,0.115,0,Low Risk
0,0,0,26,1,0,75.0,1908.35,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0.06,0,Low Risk
0,0,0,48,1,0,25.05,1171.5,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.025,0,Low Risk
0,1,1,69,1,1,99.35,6856.45,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,0.095,0,Low Risk
0,1,1,17,0,0,44.45,792.15,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.095,0,Low Risk
0,1,1,1,1,1,21.0,21.0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.345,1,Low Risk
0,0,0,4,1,1,76.65,333.6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.535,1,Medium Risk
1,0,0,34,1,1,96.35,3190.25,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.585,0,Medium Risk
0,0,0,2,1,0,70.35,139.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.83,0,High Risk
0,1,1,1,1,0,50.45,50.45,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.6,1,Medium Risk
0,0,0,12,1,0,20.3,246.7,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.0,0,Low Risk
0,0,0,38,1,1,69.5,2625.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.29,0,Low Risk
0,1,1,31,1,0,80.55,2471.6,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0.03,0,Low Risk
0,1,1,67,1,1,108.75,7156.2,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0.145,1,Low Risk
0,1,1,22,1,1,88.75,1885.15,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.645,0,Medium Risk
0,1,0,63,1,1,81.2,4965.1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.055,0,Low Risk
0,0,0,70,1,0,79.6,5589.45,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.01,0,Low Risk
0,0,0,1,1,0,20.45,20.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.13,0,Low Risk
0,1,1,49,1,0,100.45,4941.8,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,0.24,1,Low Risk
1,1,0,71,1,0,89.45,6435.25,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,0.075,0,Low Risk
0,1,1,23,1,1,66.25,1533.8,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,0.06,0,Low Risk
0,1,1,72,1,1,90.8,6397.6,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.0,0,Low Risk
0,1,1,72,1,1,71.45,5025.85,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.05,0,Low Risk
0,0,0,2,1,0,69.75,144.55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7942351376240663,1,High Risk
0,0,0,42,1,0,59.65,2536.55,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.125,0,Low Risk
0,1,1,47,1,0,19.75,948.9,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0,Low Risk
0,0,1,29,1,0,19.85,535.05,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0,0,Low Risk
0,1,1,72,0,1,63.8,4684.3,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0,0,Low Risk
0,0,0,1,1,1,69.55,69.55,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.995,1,High Risk
0,0,0,40,1,1,51.1,2092.9,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.125,0,Low Risk
0,0,0,1,1,0,62.05,62.05,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.425,1,Medium Risk
1,0,0,1,1,1,85.0,85.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.9,1,High Risk
0,1,1,70,1,0,98.3,6859.5,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,0.01,1,Low Risk
0,0,0,49,1,1,19.9,1022.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.005,0,Low Risk
0,0,0,17,1,1,76.65,1313.55,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.415,1,Medium Risk
0,0,0,33,1,1,66.4,2245.4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,0.13,0,Low Risk
1,1,0,17,1,1,100.45,1622.45,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.57,1,Medium Risk
0,1,1,21,1,1,75.9,1549.75,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0.135,0,Low Risk
0,0,0,35,1,1,85.95,3110.1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0.085,1,Low Risk
0,0,0,12,0,0,60.65,743.3,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0.12,0,Low Risk
0,1,0,9,1,0,50.85,466.6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.075,0,Low Risk
0,1,1,72,1,0,24.45,1709.1,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0,Low Risk
1,1,0,18,1,1,59.1,1011.05,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.21,0,Low Risk
0,1,0,58,1,1,109.1,6393.65,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,0.21,0,Low Risk
1,0,1,30,1,1,101.3,2974.5,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.615,0,Medium Risk
0,1,1,56,1,0,115.85,6567.9,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.165,0,Low Risk
0,0,0,10,1,1,94.9,1048.85,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.68,1,Medium Risk
0,1,0,2,0,1,35.1,68.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.755,1,High Risk
0,1,1,18,1,1,24.65,471.35,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.04,0,Low Risk
0,1,1,51,0,1,56.15,2898.95,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0.165,0,Low Risk
0,1,0,60,1,1,109.45,6572.85,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0.17,0,Low Risk
0,1,1,24,1,0,55.15,1319.85,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.22,0,Low Risk
0,1,0,70,1,0,115.65,7968.85,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.24,1,Low Risk
0,0,0,12,1,1,53.75,648.65,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.3,0,Low Risk
0,1,1,25,1,1,61.6,1611.0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.055,0,Low Risk
0,0,0,36,1,1,20.35,695.85,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.0,0,Low Risk
0,1,1,11,1,0,90.6,1020.2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.56,0,Medium Risk
0,1,1,7,1,1,89.75,608.8,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.64,1,Medium Risk
1,1,0,26,1,1,98.1,2510.7,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.725,0,High Risk
0,0,0,41,1,1,74.25,3089.1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.46,0,Medium Risk
1,0,0,57,0,1,55.0,3094.05,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.395,0,Low Risk
0,1,1,28,1,1,90.1,2598.95,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0.245,1,Low Risk
0,0,0,10,1,0,64.9,685.55,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,0.1,0,Low Risk
0,0,0,41,1,1,56.3,2364.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.07,0,Low Risk
0,0,0,22,1,1,89.05,1886.25,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.33,0,Low Risk
0,0,0,57,1,1,112.95,6465.0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.26,1,Low Risk
0,0,0,13,1,0,19.45,270.2,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0,0,Low Risk
0,1,1,61,1,1,100.7,6018.65,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0.115,0,Low Risk
0,1,1,1,1,0,20.05,20.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.6664116908412531,0,Medium Risk
0,1,1,18,1,0,19.35,309.25,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0,Low Risk
0,0,0,6,1,1,87.95,522.35,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.645,0,Medium Risk
0,0,0,7,1,1,59.5,415.95,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.21,1,Low Risk
0,1,1,9,1,1,55.3,501.2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.135,0,Low Risk
1,1,1,1,1,1,49.25,49.25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.37,1,Low Risk
0,0,0,9,1,1,80.8,713.1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.445,1,Medium Risk
0,1,0,49,1,0,20.45,900.9,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.08,0,Low Risk
0,0,0,15,1,1,99.1,1426.4,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0.58,1,Medium Risk
0,1,1,30,1,0,19.55,608.5,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.065,0,Low Risk
1,1,0,70,1,1,75.65,5411.4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.06,0,Low Risk
0,0,0,25,1,1,105.5,2686.05,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.46,0,Medium Risk
0,1,1,49,0,1,35.8,1782.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.03,0,Low Risk
0,0,0,18,0,0,25.15,476.8,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.115,0,Low Risk
0,0,0,25,1,1,19.2,532.1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.025,0,Low Risk
0,0,1,23,0,0,40.1,857.75,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.01,0,Low Risk
0,1,1,67,1,0,103.15,6895.5,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.035,0,Low Risk
0,1,1,35,1,0,20.5,759.35,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0,Low Risk
0,0,0,1,1,1,45.85,45.85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.77,1,High Risk
0,1,0,72,1,0,114.45,8375.05,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.005,0,Low Risk
0,0,0,1,1,0,20.7,20.7,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.19408279757084013,0,Low Risk
1,1,1,60,1,1,80.95,4859.1,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.17,0,Low Risk
0,0,0,7,1,1,59.1,369.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.285,0,Low Risk
0,0,0,64,1,0,19.55,1240.15,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.08,0,Low Risk
0,0,0,15,1,0,48.85,736.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.165,0,Low Risk
0,1,1,2,1,0,19.85,35.9,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.02,1,Low Risk
0,0,0,13,1,1,78.75,995.35,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.3,0,Low Risk
0,0,0,26,1,1,98.35,2515.3,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.65,1,Medium Risk
0,1,0,52,0,0,35.45,1958.95,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.1,0,Low Risk
0,0,0,1,1,1,20.2,20.2,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.365,1,Low Risk
1,0,0,15,1,0,89.85,1424.95,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.495,1,Medium Risk
0,0,0,2,1,0,74.9,147.15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.75,1,High Risk
0,1,1,31,1,1,91.15,2995.45,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.37,1,Low Risk
0,0,0,26,1,0,75.5,2018.1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.09,0,Low Risk
0,0,0,10,0,0,29.75,301.9,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.1,0,Low Risk
0,0,0,1,1,0,20.05,20.05,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.07297146482710047,0,Low Risk
1,0,0,2,1,1,79.6,195.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.835,1,High Risk
0,0,0,2,1,0,19.3,28.3,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.05,1,Low Risk
0,1,0,13,0,1,48.75,633.4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.23,1,Low Risk
0,1,1,33,1,0,74.75,2453.3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0.155,0,Low Risk
1,0,0,46,1,1,91.3,4126.35,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0.095,0,Low Risk
0,0,0,13,0,0,49.15,649.4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.55,0,Medium Risk
1,0,0,37,1,1,106.75,4056.75,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.32,1,Low Risk
0,1,1,61,1,0,19.1,1143.8,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.03,0,Low Risk
0,0,0,1,1,0,20.8,20.8,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.672955429400337,0,Medium Risk
0,1,1,9,1,1,75.85,647.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.59,0,Medium Risk
0,0,0,3,1,1,69.6,207.4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.505,0,Medium Risk
0,1,0,69,1,0,19.9,1363.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0,Low Risk
0,1,1,62,1,0,20.3,1296.15,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0,Low Risk
0,0,0,20,1,1,19.7,419.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.03,0,Low Risk
0,0,0,61,1,0,104.0,6363.45,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.195,0,Low Risk
0,0,0,4,1,0,23.9,97.5,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.035,0,Low Risk
0,1,0,63,1,0,102.6,6296.75,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,0.135,0,Low Risk
0,0,0,50,0,1,35.0,1782.4,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.115,0,Low Risk
0,0,0,1,1,0,80.5,80.5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.92,1,High Risk
0,1,1,70,1,0,74.1,5222.3,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,0.2,0,Low Risk
0,1,1,72,1,1,76.8,5468.45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0.085,0,Low Risk
0,0,0,35,1,0,60.55,1982.6,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.065,0,Low Risk
0,0,0,12,1,1,67.25,832.3,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.22,0,Low Risk
0,1,0,56,1,0,109.8,6109.65,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0.125,0,Low Risk
0,0,1,12,1,1,73.75,871.4,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.41,1,Medium Risk
0,0,0,36,1,0,55.8,1941.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.085,0,Low Risk
0,1,0,40,1,0,105.75,4228.55,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0.24,0,Low Risk
0,0,0,3,1,1,19.6,59.75,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.095,1,Low Risk
1,0,0,40,1,1,103.75,4188.4,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0.14,0,Low Risk
0,1,0,67,1,0,70.9,4677.1,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,0.035,0,Low Risk
0,0,0,67,1,1,72.35,4991.5,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0.065,0,Low Risk
0,0,0,7,1,1,66.85,458.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.235,0,Low Risk
0,0,0,3,1,0,90.4,268.45,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.315,0,Low Risk
0,0,0,42,1,1,100.3,4222.95,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.635,0,Medium Risk
0,1,1,40,1,1,26.2,1077.5,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.05,0,Low Risk
1,1,0,53,1,1,94.0,4871.45,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0.165,0,Low Risk
0,0,0,3,1,0,19.55,61.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.495,0,Medium Risk
1,0,0,9,1,1,90.1,816.8,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.745,0,High Risk
0,1,1,72,1,1,20.1,1326.25,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.025,0,Low Risk
1,0,0,46,1,0,85.0,3969.4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.405,1,Medium Risk
0,1,1,61,1,1,24.1,1551.6,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.005,0,Low Risk
0,1,1,54,1,0,69.95,3871.85,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,0.0,0,Low Risk
0,0,0,11,0,1,41.6,470.6,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0.485,1,Medium Risk
0,1,0,29,1,1,19.55,521.8,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.03,0,Low Risk
0,1,1,67,1,1,111.3,7482.1,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.115,1,Low Risk
0,1,1,49,1,1,97.95,4917.9,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0.355,0,Low Risk
0,1,0,72,1,1,100.55,7325.1,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0.02,0,Low Risk
0,1,1,71,1,0,87.25,6328.7,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.0,0,Low Risk
1,0,0,44,1,0,74.85,3268.05,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0.125,0,Low Risk
0,1,1,41,1,1,60.3,2511.3,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.06,0,Low Risk
0,0,0,11,1,1,58.95,601.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.24,0,Low Risk
0,0,0,13,1,1,19.3,279.3,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.06,0,Low Risk
1,1,0,55,1,0,88.8,4805.3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,0.055,0,Low Risk
0,0,0,11,1,0,48.55,501.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.21,1,Low Risk
0,0,1,48,0,0,45.55,2108.35,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,0.26,0,Low Risk
0,0,0,31,1,0,81.7,2548.65,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.13,0,Low Risk
0,0,0,63,1,0,109.2,7049.75,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.2,0,Low Risk
1,1,1,61,1,1,65.2,3965.05,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0.13,0,Low Risk
0,1,1,72,1,0,24.25,1784.5,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.0,0,Low Risk
0,1,1,53,1,1,108.25,5935.1,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.2,0,Low Risk
1,0,0,7,1,1,48.2,340.35,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.44,0,Medium Risk
